DataOraIncidente,NumeroIncidenti
2021-01-01,3
2021-01-02,31
2021-01-03,27
2021-01-04,57
2021-01-05,57
2021-01-06,11
2021-01-07,16
2021-01-08,14
2021-01-09,12
2021-01-10,13
2021-01-11,12
2021-01-12,8
2021-01-13,14
2021-01-14,13
2021-01-15,8
2021-01-16,8
2021-01-17,19
2021-01-18,17
2021-01-19,6
2021-01-20,5
2021-01-21,6
2021-01-22,13
2021-01-23,17
2021-01-24,28
2021-01-25,16
2021-01-26,32
2021-01-27,12
2021-01-28,9
2021-01-29,9
2021-01-30,16
2021-01-31,17
2021-02-01,12
2021-02-02,10
2021-02-03,14
2021-02-04,10
2021-02-05,10
2021-02-06,4
2021-02-07,17
2021-02-08,7
2021-02-09,8
2021-02-10,10
2021-02-11,18
2021-02-12,8
2021-02-13,12
2021-02-14,9
2021-02-15,10
2021-02-16,12
2021-02-17,12
2021-02-18,9
2021-02-19,16
2021-02-20,4
2021-02-21,9
2021-02-22,7
2021-02-23,13
2021-02-24,2
2021-02-25,8
2021-02-26,17
2021-02-27,8
2021-02-28,3
2021-03-01,8
2021-03-02,8
2021-03-03,9
2021-03-04,6
2021-03-05,4
2021-03-06,9
2021-03-07,5
2021-03-08,25
2021-03-09,24
2021-03-10,13
2021-03-11,13
2021-03-12,6
2021-03-13,25
2021-03-14,12
2021-03-15,10
2021-03-16,5
2021-03-17,7
2021-03-18,6
2021-03-19,1
2021-03-20,8
2021-03-21,5
2021-03-22,4
2021-03-23,4
2021-03-24,8
2021-03-25,3
2021-03-26,3
2021-03-27,4
2021-03-28,4
2021-03-29,2
2021-03-30,8
2021-03-31,5
2021-04-01,3
2021-04-02,10
2021-04-03,8
2021-04-04,4
2021-04-05,4
2021-04-06,13
2021-04-07,8
2021-04-08,6
2021-04-09,4
2021-04-10,8
2021-04-11,6
2021-04-12,8
2021-04-13,7
2021-04-14,14
2021-04-15,8
2021-04-16,3
2021-04-17,7
2021-04-18,6
2021-04-19,10
2021-04-20,9
2021-04-21,10
2021-04-22,8
2021-04-23,5
2021-04-24,9
2021-04-25,6
2021-04-26,12
2021-04-27,2
2021-04-28,17
2021-04-29,7
2021-04-30,9
2021-05-01,24
2021-05-02,9
2021-05-03,13
2021-05-04,19
2021-05-05,14
2021-05-06,10
2021-05-07,11
2021-05-08,7
2021-05-09,9
2021-05-10,9
2021-05-11,15
2021-05-12,12
2021-05-13,7
2021-05-14,13
2021-05-15,21
2021-05-16,6
2021-05-17,9
2021-05-18,1
2021-05-19,3
2021-05-20,18
2021-05-21,9
2021-05-22,11
2021-05-23,8
2021-05-24,9
2021-05-25,2
2021-05-26,13
2021-05-27,10
2021-05-28,10
2021-05-29,3
2021-05-30,10
2021-05-31,7
2021-06-01,6
2021-06-02,14
2021-06-03,4
2021-06-04,8
2021-06-05,3
2021-06-06,7
2021-06-07,9
2021-06-08,15
2021-06-09,11
2021-06-10,7
2021-06-11,11
2021-06-12,9
2021-06-13,10
2021-06-14,11
2021-06-15,11
2021-06-16,8
2021-06-17,8
2021-06-18,5
2021-06-19,12
2021-06-20,9
2021-06-21,3
2021-06-22,15
2021-06-23,5
2021-06-24,12
2021-06-25,10
2021-06-26,19
2021-06-27,8
2021-06-28,15
2021-06-29,8
2021-06-30,16
2021-07-01,24
2021-07-02,14
2021-07-03,12
2021-07-04,15
2021-07-05,12
2021-07-06,6
2021-07-07,10
2021-07-08,12
2021-07-09,17
2021-07-10,5
2021-07-11,15
2021-07-12,15
2021-07-13,24
2021-07-14,12
2021-07-15,10
2021-07-16,10
2021-07-17,9
2021-07-18,6
2021-07-19,2
2021-07-20,9
2021-07-21,11
2021-07-22,15
2021-07-23,7
2021-07-24,11
2021-07-25,25
2021-07-26,5
2021-07-27,14
2021-07-28,8
2021-07-29,13
2021-07-30,6
2021-07-31,8
2021-08-01,8
2021-08-02,14
2021-08-03,13
2021-08-04,9
2021-08-05,6
2021-08-06,17
2021-08-07,11
2021-08-08,9
2021-08-09,7
2021-08-10,9
2021-08-11,17
2021-08-12,6
2021-08-13,10
2021-08-14,10
2021-08-15,6
2021-08-16,7
2021-08-17,11
2021-08-18,15
2021-08-19,9
2021-08-20,7
2021-08-21,7
2021-08-22,2
2021-08-23,8
2021-08-24,13
2021-08-25,13
2021-08-26,10
2021-08-27,4
2021-08-28,6
2021-08-29,11
2021-08-30,7
2021-08-31,12
2021-09-01,3
2021-09-02,4
2021-09-03,8
2021-09-04,3
2021-09-05,16
2021-09-06,25
2021-09-07,13
