,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
9198,Autovettura,1,0,2,0,0.0,41.9049,12.5483,2,2,0
13423,Autovettura,1,0,2,0,0.0,41.9048,12.4473,1,2,1
13380,Autovettura,1,0,2,0,0.0,41.8624,12.4575,1,2,0
13379,Autovettura,1,0,2,0,0.0,41.8624,12.4575,1,2,0
13378,Autovettura,1,0,2,0,0.0,41.8624,12.4575,1,2,1
13362,Motociclo,1,0,1,0,0.0,41.9262,12.51,1,1,1
13361,Autovettura,1,0,1,0,0.0,41.9262,12.51,1,1,1
13309,Autovettura,0,1,1,0,0.0,41.9183,12.5895,1,2,0
13424,Autovettura,1,0,2,0,0.0,41.9048,12.4473,1,2,1
13300,Motociclo,2,0,0,0,0.0,41.9397,12.4382,1,2,0
13267,Autovettura,1,0,2,0,0.0,41.8736,12.4802,1,1,1
13266,Autovettura,1,0,2,0,0.0,41.8736,12.4802,1,1,1
13265,Autovettura,1,0,2,0,0.0,41.8736,12.4802,1,1,1
13259,Autovettura,1,0,1,0,0.0,41.8702,12.6168,1,1,0
13258,Autovettura,1,0,1,0,0.0,41.8702,12.6168,1,1,1
13233,Autovettura,1,0,1,0,0.0,41.843,12.6205,1,2,0
13232,Autovettura,1,0,1,0,0.0,41.843,12.6205,1,2,1
13299,Autovettura,2,0,0,0,0.0,41.9397,12.4382,1,2,1
13425,Autovettura,1,0,2,0,0.0,41.9048,12.4473,1,2,1
13715,Autovettura,1,1,1,0,0.0,41.9081,12.5345,2,2,1
13716,Motociclo,1,1,1,0,0.0,41.9081,12.5345,2,2,0
13920,Motociclo,1,0,2,0,0.0,41.9145,12.5207,2,1,0
13919,Motociclo,1,0,2,0,0.0,41.9145,12.5207,2,1,0
13918,Autovettura,1,0,2,0,0.0,41.9145,12.5207,2,1,1
13867,Autovettura,1,0,1,0,0.0,41.8787,12.5182,2,2,0
13866,Autovettura,1,0,1,0,0.0,41.8787,12.5182,2,2,1
13863,Autovettura,1,0,1,0,0.0,41.8941,12.5549,2,2,0
13862,Autovettura,1,0,1,0,0.0,41.8941,12.5549,2,2,1
13853,Autovettura,2,0,1,0,0.0,41.8142,12.4782,2,1,0
13852,Autovettura,2,0,1,0,0.0,41.8142,12.4782,2,1,1
13851,Autovettura,2,0,1,0,0.0,41.8142,12.4782,2,1,1
13827,Autovettura,1,0,1,0,0.0,41.8849,12.5628,1,1,0
13826,Autovettura,1,0,1,0,0.0,41.8849,12.5628,1,1,1
13799,Autovettura,1,0,2,0,0.0,41.9018,12.5032,1,2,0
13798,Autovettura,1,0,2,0,0.0,41.9018,12.5032,1,2,0
13797,Autovettura,1,0,2,0,0.0,41.9018,12.5032,1,2,1
13739,Motociclo,1,0,0,0,0.0,41.9439,12.5502,2,1,1
13738,Autovettura,1,0,0,0,0.0,41.9439,12.5502,2,1,1
13163,Autovettura,1,0,2,0,0.0,41.7344,12.2798,1,2,0
13162,Autovettura,1,0,2,0,0.0,41.7344,12.2798,1,2,0
13161,Autovettura,1,0,2,0,0.0,41.7344,12.2798,1,2,1
13153,Motociclo,2,0,0,0,0.0,41.892,12.4067,1,2,0
12773,Autovettura,1,0,1,0,0.0,41.9325,12.5111,1,2,0
12772,Autovettura,1,0,1,0,0.0,41.9325,12.5111,1,2,1
12749,Motociclo,1,0,1,0,0.0,41.9023,12.441,1,2,0
12748,Autovettura,1,0,1,0,0.0,41.9023,12.441,1,2,1
12746,Autovettura,1,0,1,0,0.0,41.9081,12.3946,1,2,0
12745,Autovettura,1,0,1,0,0.0,41.9081,12.3946,1,2,1
12735,Motociclo,0,0,3,0,0.0,41.9024,12.4837,1,2,0
12734,Motociclo,0,0,3,0,0.0,41.9024,12.4837,1,2,0
12733,Autovettura,0,0,3,0,0.0,41.9024,12.4837,1,2,1
12677,Autovettura,1,0,1,0,0.0,41.8767,12.6748,1,1,0
12676,Autovettura,1,0,1,0,0.0,41.8767,12.6748,1,1,1
12669,Autovettura,2,0,2,0,0.0,41.9476,12.4723,1,2,1
12668,Autovettura,2,0,2,0,0.0,41.9476,12.4723,1,2,1
12667,Autovettura,2,0,2,0,0.0,41.9476,12.4723,1,2,1
12666,Autovettura,2,0,2,0,0.0,41.9476,12.4723,1,2,1
12665,Autovettura,1,0,0,0,0.0,41.8696,12.6156,1,1,1
12664,Autovettura,1,0,0,0,0.0,41.8696,12.6156,1,1,1
12789,Autovettura,1,0,1,0,0.0,41.874,12.4847,1,2,1
13951,Autovettura,1,0,1,0,0.0,41.9088,12.4551,2,2,1
12790,Autovettura,1,0,1,0,0.0,41.874,12.4847,1,2,1
12804,Autovettura,1,0,2,0,0.0,41.9434,12.5279,1,1,1
13152,Autovettura,2,0,0,0,0.0,41.892,12.4067,1,2,1
13049,Autovettura,1,0,1,0,0.0,41.9015,12.6976,1,2,0
13048,Autovettura,1,0,1,0,0.0,41.9015,12.6976,1,2,1
12991,Autovettura,1,0,1,0,0.0,41.8887,12.5402,1,2,0
12990,Autovettura,1,0,1,0,0.0,41.8887,12.5402,1,2,1
