DataOraIncidente,NumeroIncidenti
2020-01-01,43
2020-01-02,13
2020-01-03,33
2020-01-04,19
2020-01-05,32
2020-01-06,9
2020-01-07,24
2020-01-08,45
2020-01-09,54
2020-01-10,52
2020-01-11,35
2020-01-12,29
2020-01-13,39
2020-01-14,32
2020-01-15,27
2020-01-16,23
2020-01-17,39
2020-01-18,55
2020-01-19,34
2020-01-20,28
2020-01-21,58
2020-01-22,46
2020-01-23,55
2020-01-24,18
2020-01-25,47
2020-01-26,14
2020-01-27,56
2020-01-28,37
2020-01-29,56
2020-01-30,34
2020-01-31,35
2020-02-01,37
2020-02-02,33
2020-02-03,25
2020-02-04,17
2020-02-05,58
2020-02-06,40
2020-02-07,21
2020-02-08,37
2020-02-09,19
2020-02-10,51
2020-02-11,41
2020-02-12,36
2020-02-13,61
2020-02-14,57
2020-02-15,45
2020-02-16,38
2020-02-17,35
2020-02-18,36
2020-02-19,28
2020-02-20,32
2020-02-21,52
2020-02-22,26
2020-02-23,18
2020-02-24,55
2020-02-25,26
2020-02-26,32
2020-02-27,37
2020-02-28,51
2020-02-29,41
2020-03-01,26
2020-03-02,27
2020-03-03,54
2020-03-04,25
2020-03-05,42
2020-03-06,38
2020-03-07,18
2020-03-08,28
2020-03-09,37
2020-03-10,15
2020-03-11,8
2020-03-12,10
2020-03-14,2
2020-03-17,2
2020-03-19,2
2020-03-20,2
2020-03-21,5
2020-03-22,4
2020-03-23,2
2020-03-24,2
2020-03-25,7
2020-03-27,3
2020-03-31,2
2020-04-02,4
2020-04-03,6
2020-04-06,12
2020-04-08,2
2020-04-09,8
2020-04-10,8
2020-04-11,4
2020-04-14,2
2020-04-15,9
2020-04-16,2
2020-04-17,10
2020-04-18,9
2020-04-20,12
2020-04-21,3
2020-04-22,10
2020-04-23,2
2020-04-24,9
2020-04-27,13
2020-04-28,8
2020-04-29,9
2020-04-30,3
2020-05-02,1
2020-05-04,22
2020-05-05,11
2020-05-06,13
2020-05-07,22
2020-05-08,17
2020-05-09,12
2020-05-10,2
2020-05-11,13
2020-05-12,8
2020-05-13,26
2020-05-14,14
2020-05-15,15
2020-05-16,2
2020-05-17,3
2020-05-18,32
2020-05-19,24
2020-05-20,27
2020-05-21,42
2020-05-22,18
2020-05-23,30
2020-05-24,24
2020-05-25,25
2020-05-26,31
2020-05-27,17
2020-05-28,19
2020-05-29,47
2020-05-30,37
2020-05-31,26
2020-06-01,27
2020-06-02,39
2020-06-03,36
2020-06-04,27
2020-06-05,35
2020-06-06,18
2020-06-07,24
2020-06-08,30
2020-06-09,43
2020-06-10,21
2020-06-11,58
2020-06-12,25
2020-06-13,22
2020-06-14,38
2020-06-15,39
2020-06-16,51
2020-06-17,22
2020-06-18,50
2020-06-19,42
2020-06-20,40
2020-06-21,8
2020-06-22,32
2020-06-23,28
2020-06-24,57
