DataOraIncidente,NumeroIncidenti
2020-01-01,29
2020-01-02,49
2020-01-03,36
2020-01-04,42
2020-01-05,27
2020-01-06,22
2020-01-07,57
2020-01-08,85
2020-01-09,58
2020-01-10,52
2020-01-11,61
2020-01-12,50
2020-01-13,54
2020-01-14,59
2020-01-15,48
2020-01-16,66
2020-01-17,87
2020-01-18,54
2020-01-19,49
2020-01-20,78
2020-01-21,75
2020-01-22,46
2020-01-23,70
2020-01-24,69
2020-01-25,76
2020-01-26,36
2020-01-27,87
2020-01-28,62
2020-01-29,53
2020-01-30,83
2020-01-31,69
2020-02-01,53
2020-02-02,31
2020-02-03,56
2020-02-04,73
2020-02-05,72
2020-02-06,55
2020-02-07,87
2020-02-08,57
2020-02-09,46
2020-02-10,37
2020-02-11,84
2020-02-12,76
2020-02-13,55
2020-02-14,76
2020-02-15,47
2020-02-16,21
2020-02-17,79
2020-02-18,64
2020-02-19,59
2020-02-20,68
2020-02-21,57
2020-02-22,32
2020-02-23,35
2020-02-24,56
2020-02-25,47
2020-02-26,42
2020-02-27,75
2020-02-28,91
2020-02-29,34
2020-03-01,36
2020-03-02,48
2020-03-03,55
2020-03-04,58
2020-03-05,44
2020-03-06,49
2020-03-07,46
2020-03-08,38
2020-03-09,36
2020-03-10,35
2020-03-11,25
2020-03-12,22
2020-03-13,19
2020-03-14,3
2020-03-16,6
2020-03-17,2
2020-03-18,9
2020-03-19,7
2020-03-20,4
2020-03-21,3
2020-03-23,7
2020-03-24,5
2020-03-25,11
2020-03-26,2
2020-03-27,8
2020-03-28,9
2020-03-30,2
2020-03-31,8
2020-04-01,8
2020-04-02,11
2020-04-03,10
2020-04-06,12
2020-04-07,7
2020-04-08,6
2020-04-09,8
2020-04-10,12
2020-04-11,7
2020-04-14,6
2020-04-15,8
2020-04-16,11
2020-04-17,3
2020-04-18,8
2020-04-19,6
2020-04-20,11
2020-04-21,10
2020-04-22,16
2020-04-23,9
2020-04-24,4
2020-04-25,2
2020-04-27,17
2020-04-28,8
2020-04-29,4
2020-04-30,10
2020-05-01,2
2020-05-02,12
2020-05-04,32
2020-05-05,8
2020-05-06,46
2020-05-07,34
2020-05-08,36
2020-05-09,16
2020-05-10,30
2020-05-11,18
2020-05-12,37
2020-05-13,26
2020-05-14,25
2020-05-15,18
2020-05-16,13
2020-05-17,17
2020-05-18,44
2020-05-19,54
2020-05-20,19
2020-05-21,38
2020-05-22,40
2020-05-23,27
2020-05-24,17
2020-05-25,30
2020-05-26,41
2020-05-27,35
2020-05-28,29
2020-05-29,38
2020-05-30,19
2020-05-31,10
2020-06-01,30
2020-06-02,14
2020-06-03,48
2020-06-04,39
2020-06-05,39
2020-06-06,41
2020-06-07,32
2020-06-08,36
2020-06-09,33
2020-06-10,44
2020-06-11,31
2020-06-12,51
2020-06-13,13
2020-06-14,15
2020-06-15,32
2020-06-16,25
2020-06-17,52
2020-06-18,44
2020-06-19,44
2020-06-20,38
2020-06-21,32
2020-06-22,33
2020-06-23,64
2020-06-24,48
2020-06-25,55
2020-06-26,55
2020-06-27,65
2020-06-28,24
2020-06-29,28
2020-06-30,50
2020-07-01,48
2020-07-02,68
2020-07-03,55
2020-07-04,43
2020-07-05,20
2020-07-06,41
2020-07-07,41
2020-07-08,45
2020-07-09,54
2020-07-10,46
2020-07-11,37
2020-07-12,19
2020-07-13,45
2020-07-14,41
2020-07-15,45
2020-07-16,42
2020-07-17,48
2020-07-18,42
2020-07-19,23
2020-07-20,60
2020-07-21,45
2020-07-22,36
2020-07-23,47
2020-07-24,37
2020-07-25,29
2020-07-26,23
2020-07-27,41
2020-07-28,41
2020-07-29,40
2020-07-30,19
2020-07-31,37
2020-08-01,23
2020-08-02,32
2020-08-03,48
2020-08-04,49
2020-08-05,34
2020-08-06,38
2020-08-07,39
2020-08-08,27
2020-08-09,26
2020-08-10,26
2020-08-11,48
2020-08-12,24
2020-08-13,37
2020-08-14,14
2020-08-15,8
2020-08-16,6
2020-08-17,33
2020-08-18,2
2020-08-19,30
2020-08-20,32
2020-08-21,26
2020-08-22,38
2020-08-23,42
2020-08-24,25
2020-08-25,24
2020-08-26,29
2020-08-27,20
2020-08-28,40
2020-08-29,28
2020-08-30,33
2020-08-31,21
2020-09-01,39
2020-09-02,59
2020-09-03,57
2020-09-04,31
2020-09-05,35
2020-09-06,32
2020-09-07,45
2020-09-08,53
2020-09-09,44
2020-09-10,65
2020-09-11,50
2020-09-12,39
2020-09-13,30
2020-09-14,39
2020-09-15,53
2020-09-16,79
2020-09-17,61
2020-09-18,44
2020-09-19,35
2020-09-20,35
2020-09-21,59
2020-09-22,61
2020-09-23,45
2020-09-24,35
2020-09-25,49
2020-09-26,56
2020-09-27,33
2020-09-28,67
2020-09-29,66
2020-09-30,44
2020-10-01,69
2020-10-02,50
2020-10-03,70
2020-10-04,81
2020-10-05,55
2020-10-06,39
2020-10-07,47
2020-10-08,61
2020-10-09,61
2020-10-10,38
2020-10-11,29
2020-10-12,48
2020-10-13,53
2020-10-14,41
2020-10-15,59
2020-10-16,43
2020-10-17,31
2020-10-18,30
2020-10-19,47
2020-10-20,43
2020-10-21,55
2020-10-22,46
2020-10-23,87
2020-10-24,32
2020-10-25,36
2020-10-26,34
2020-10-27,44
2020-10-28,44
2020-10-29,37
2020-10-30,36
2020-10-31,60
2020-11-01,20
2020-11-02,42
2020-11-03,61
2020-11-04,30
2020-11-05,45
2020-11-06,70
2020-11-07,46
2020-11-08,27
2020-11-09,36
2020-11-10,35
2020-11-11,50
2020-11-12,41
2020-11-13,47
